__label__love	love_5	@vitoshka excellent ! wish i could give you another up vote for th update	0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.5931666666666667 0.75 0.889 0.208 0.49000000000000005 0.25 -0.0 0.93 0.372 0.875 0.877 -0.89 -0.89 0.4234 0.625 0.902 -0.01 -0.01 -0.05366666666666666 0.375 0.049 -0.12 -0.09 0.23159999999999997 0.625 0.868 -0.96 -0.96
__label__love	love_6	i have a long scrolling page , and want to test if an element is 100px from the top , then apply a class elsewhere ( until the next element in line is 100px from the top ) if i could just get the basic statement i would be ecstatic , anything extra would be a bonus !	0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.45408000000000015 0.9259259259259259 0.935 0.858 0.5 0.07407407407407407 -0.0 0.93 0.4680434782608696 0.8518518518518519 0.956 -0.07 0.791 -0.05843749999999997 0.5925925925925926 0.934 -0.95 0.934 -0.15322222222222223 0.3333333333333333 0.039 -0.91 -0.05 0.3970416666666667 0.8888888888888888 0.935 -0.95 0.85
__label__anger	anger_3	i am working with eclipse ( indigo ) to develop c projects . when i create a new c project in a new workspace , by default the " autosave before build " option is not set . this is extremely frustrating , as autosave is usually the default behavior in other ide 's i worked on . i change some code , build and nothing seems to go as expected - until i remember that the option is not set … is there a way to make eclipse open a new workspace with this option set ?	0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.43551351351351364 0.7872340425531915 0.935 0.837 0.5999999999999999 0.2127659574468085 -0.0 0.72 0.16240000000000002 0.851063829787234 0.956 -0.9 0.793 0.18122222222222223 0.7659574468085106 0.967 -0.9 0.811 0.14505555555555555 0.3829787234042553 0.882 -0.71 -0.08 0.20266666666666666 0.8297872340425532 0.935 -0.79 0.908
__label__love __label__joy	love_joy_0	great time saver and hidden gem . excellent !	0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.7878333333333333 0.75 0.885 0.752 0.14500000000000002 0.25 -0.0 0.28 0.5171250000000001 1.0 0.905 -0.59 -0.59 0.06066666666666668 0.75 0.773 -0.79 0.162 0.0605 0.25 0.221 -0.1 0.221 0.5550000000000002 1.0 0.93 -0.5 -0.5
__label__fear	fear_0	i have hit this too . no solution as yet . this is very worrying though !	0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.5323333333333333 0.6 0.836 0.836 0.815 0.4 -0.0 0.78 -0.0524 1.0 0.806 -0.95 0.806 0.13399999999999998 0.6 0.866 -0.65 0.866 0.494 0.6 0.82 -0.1 0.82 0.48450000000000004 0.4 0.788 0.0 0.181
__label__anger	anger_4	compare these two methods : aside from the method signatures ( bar can declare instead of ) , is there any practical difference between the two methods ? to be clear : i 'm aware that this is a horrible approach to exception handling , and should not be done !	0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.5136999999999999 0.8695652173913043 0.968 0.149 0.6833333333333332 0.13043478260869565 -0.0 0.93 0.2681764705882353 0.7391304347826086 0.956 -0.95 0.118 -0.007500000000000016 0.782608695652174 0.992 -0.94 0.181 -0.06972727272727273 0.4782608695652174 0.973 -0.93 -0.07 0.41700000000000004 0.782608695652174 0.945 -0.94 0.374
__label__love	love_7	excellent ! that makes life considerably easier . i really did n't want to add another layer to the application if i could avoid it . as far as stackoverflow etiquette goes , if i set this question as answered , nikos wo n't get the rep for it as the answer is in the comments . what 's the protocol ?	0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.6335999999999999 0.9375 0.99 0.043 0.845 0.0625 -0.0 0.82 0.5210454545454545 0.6875 0.993 -0.91 -0.06 0.24605263157894736 0.59375 0.99 -0.94 0.083 0.020285714285714275 0.21875 0.828 -0.72 -0.04 0.5721428571428572 0.875 0.99 -0.99 0.2
__label__love	love_8	excellent article ! very useful 🙂	0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.5946666666666666 0.75 0.943 0.097 0.78 0.25 -0.0 0.78 0.015500000000000014 0.5 0.781 -0.75 -0.75 0.512 0.5 0.943 0.0 0.081 0.82 0.25 0.82 0.0 0.82 0.409 0.5 0.706 0.0 0.112
__label__anger	anger_5	this is one of the shortcomings of dgv that i absolutely hate and why i almost always bind to an ienumerable of an anonymous type .	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.888625 0.7272727272727273 0.939 0.794 0.83 0.2727272727272727 -0.0 0.82 0.5021 0.9090909090909091 0.956 -0.84 0.731 0.3825 0.5454545454545454 0.998 -0.85 -0.85 -0.28 0.2727272727272727 0.83 -0.87 -0.8 0.21500000000000002 0.45454545454545453 0.996 -0.96 0.935
__label__anger	anger_6	your are really violating the idea of tdd if your code if doing something different for the test . why do you only need to change it inside the test ?	0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.5945882352941176 0.8947368421052632 0.939 0.829 0.745 0.10526315789473684 -0.0 0.76 0.4625714285714286 0.7368421052631579 0.956 -0.63 0.928 -0.19366666666666665 0.631578947368421 0.979 -0.94 -0.87 -0.0029999999999999805 0.2631578947368421 0.796 -0.74 -0.74 0.42394444444444446 0.9473684210526315 0.935 -0.78 0.679
__label__fear	fear_1	fear ! ! ! ! ! ! ! ! ! ! !	0.0 0.0 1.0 0.0 0.0 0.0 11.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66 1.0 -0.0 0.66 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.66 1.0 0.0 -0.66 -0.66 0.0 0.0 0.0 0.0 0.0
__label__love	love_9	@oded thank you this tool is very great !	0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.8753333333333334 0.75 0.911 0.857 0.78 0.25 -0.0 0.78 0.45275000000000004 1.0 0.905 -0.75 0.905 0.8485 0.5 0.924 0.0 0.773 0.82 0.25 0.82 0.0 0.82 0.925 0.5 0.958 0.0 0.892
__label__sadness	sadness_2	put your path and your shadow in a set . apply your animation to the set and it 'll affect both . a really terrible example where i move both at once .	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.44184615384615383 0.8666666666666667 0.935 0.102 0.8500000000000001 0.13333333333333333 -0.0 0.9 0.25891666666666663 0.8 0.956 -0.96 0.047 -0.12433333333333335 0.6 0.196 -0.79 0.178 -0.315 0.26666666666666666 0.0 -0.96 -0.09 0.31207142857142856 0.9333333333333333 0.935 -0.78 0.277
__label__love	love_10	yep i 've been testing some stuff recently under safari ( winxp ) recently and when you have elements with tabindex = " " , all the elements except links ( with " href " defined ) are focusable . by all elements , i mean s , s etc. it 's absolutely amazing for me from the accessibility point of view !	0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.49478947368421045 0.76 0.959 0.853 0.605 0.24 -0.0 0.09 0.17337499999999997 0.96 0.956 -0.98 -0.15 -0.16215384615384615 0.52 0.979 -0.98 -0.85 -0.022111111111111113 0.36 0.059 -0.17 0.059 0.18727272727272729 0.88 0.996 -0.89 -0.04
__label__anger	anger_7	still printed but had that dreaded extra page ! 😐	0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.6055 0.6666666666666666 0.831 0.831 0.8400000000000001 0.3333333333333333 -0.0 0.79 0.2892 0.8333333333333334 0.912 -0.82 0.912 0.297 0.6666666666666666 0.882 -0.65 0.749 0.04999999999999999 0.5 0.99 -0.79 -0.05 -0.161 0.6666666666666666 0.788 -0.87 0.228
__label__joy	joy_0	i started to be thrilled only to find out that the example is ascii art !	0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.5617777777777778 0.75 0.935 0.726 0.7566666666666667 0.25 -0.0 0.7 0.28169999999999995 0.8333333333333334 0.956 -0.77 0.501 -0.23500000000000001 0.6666666666666666 0.819 -0.99 -0.99 0.10200000000000001 0.4166666666666667 0.816 -0.74 -0.08 0.22218181818181817 0.9166666666666666 0.935 -0.85 0.68
__label__love	love_11	here is the good example of getting twitter - like ui for ipad app . , its really awesome ! ! ! ! ! it provides : cascade views orientation support bouncing effect	0.0 0.0 1.0 0.0 0.0 0.0 5.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.6048125 0.9411764705882353 0.939 0.72 0.79 0.058823529411764705 -0.0 0.79 0.57025 0.7058823529411765 0.956 -0.96 0.729 0.15535714285714283 0.8235294117647058 0.979 -0.88 -0.71 -0.025000000000000005 0.35294117647058826 0.501 -0.32 0.501 0.4483846153846154 0.7647058823529411 0.914 -0.92 0.732
__label__love	love_12	excellent answer , thanks ! wish i could give you more points .	0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.6716666666666667 1.0 0.886 0.037 0.0 0.0 -0.0 -0.0 0.631 0.8333333333333334 0.868 0.0 0.04 0.6066666666666667 0.5 0.99 0.0 0.074 0.059 0.16666666666666666 0.059 0.0 0.059 0.6434 0.8333333333333334 0.868 0.0 0.092
__label__sadness	sadness_3	i have developed a cumulative sum function as defined below in the haskell library repa . however , i have run into an issue when combining this function with the transpose operation . all of the following operations take well under a second : however , if i write : performance degrades horrendously . while each individual operation in isolation takes well under a second on a 1920x1080 image , when combined they now take + seconds … any ideas on what could be causing this ? my gut tells me it has something to do with delayed arrays , not forcing at the right time , etc … but i do not have enough experience to track this down quite yet .	0.0 0.0 0.0 0.0 2.0 1.0 0.0 0.0 3.0 0.0 0.0 0.0 0.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.5231136363636364 0.7586206896551724 0.952 0.053 0.5378571428571429 0.2413793103448276 -0.0 0.8 0.26926 0.8620689655172413 0.995 -0.88 -0.88 -0.006209302325581393 0.7413793103448276 0.979 -0.94 0.241 0.05688000000000001 0.43103448275862066 0.98 -1.0 0.854 0.26243749999999993 0.8275862068965517 0.968 -1.0 -0.66
__label__anger	anger_8	@mario i disagree , while the answer is outrageously awful , it 's still an answer .	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.9023333333333334 0.42857142857142855 0.935 0.886 0.5675 0.5714285714285714 -0.0 0.89 -0.1728 0.7142857142857143 0.956 -0.84 -0.82 0.585 0.5714285714285714 0.99 0.0 0.99 0.7546666666666667 0.42857142857142855 0.99 0.0 0.99 -0.05742857142857142 1.0 0.914 -0.87 0.782
__label__love	love_13	no worries stephen !	0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.93 1.0 -0.0 0.93 -0.87 1.0 0.0 -0.87 -0.87 0.0 0.0 0.0 0.0 0.0 0.936 1.0 0.936 0.0 0.936 -0.98 1.0 0.0 -0.98 -0.98
__label__anger	anger_9	if i have a setup project in a vs solution and i add / remove another project , or unload / reload another project any setup projects in the solution are expanded in the solution explorer . it only does this for setup projects and it is extremely annoying . is there any way to disable this behaviour ?	0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.32817391304347826 0.7666666666666667 0.935 0.789 0.6428571428571427 0.23333333333333334 -0.0 0.7 0.017095238095238083 0.7 0.956 -0.95 -0.95 0.05927272727272726 0.7333333333333333 0.967 -0.94 -0.79 -0.23299999999999996 0.4 0.662 -0.91 0.647 0.21515384615384614 0.8666666666666667 0.935 -0.78 -0.52
__label__love	love_14	i am learning ml. can some one please help me out with basic input / output functions in ml ? ? i just want to read input from console and store it in a variable and use it in my ml program . please help . if you can point me towards some example for this also it would be super great ! ! ! thank you .	0.0 0.0 1.0 1.0 0.0 2.0 3.0 0.0 0.0 0.0 0.0 3.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.45596296296296296 0.9310344827586207 0.922 0.061 0.36 0.06896551724137931 -0.0 0.02 0.3878095238095238 0.7241379310344828 0.967 -0.75 0.893 0.36052 0.8620689655172413 0.96 -0.79 0.098 -0.021499999999999995 0.41379310344827586 0.614 -0.24 -0.06 0.46349999999999997 0.9655172413793104 0.958 -0.74 0.15
__label__love	love_15	i appreciate your warm welcome , i never seen such a warm regard here for trying to be helpful , it was a really pleasant introduction and i want to thank you for taking your time to write - at last the end of the questions reads " if anyone has any ideas i would be extremely grateful ! "	0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.5492121212121213 0.9705882352941176 0.939 0.875 0.02 0.029411764705882353 -0.0 0.02 0.48124137931034466 0.8529411764705882 0.956 -0.1 0.777 0.13478571428571426 0.8235294117647058 0.979 -0.85 -0.85 -0.1093846153846154 0.38235294117647056 0.049 -0.36 -0.08 0.5771724137931035 0.8529411764705882 0.958 0.0 0.875
__label__love	love_16	excellent point ! thanks ! ! i did mean just the left side though … ( i should have specified that ) . was glad to learn your insight though …	0.0 0.0 1.0 0.0 2.0 0.0 3.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.6072857142857143 0.9333333333333333 0.935 0.853 0.05 0.06666666666666667 -0.0 0.05 0.5455384615384615 0.8666666666666667 0.956 -0.06 -0.06 0.03149999999999999 0.8 0.857 -0.94 -0.02 -0.0642 0.3333333333333333 0.059 -0.3 0.02 0.5635714285714286 0.9333333333333333 0.998 -0.17 -0.17
__label__love	love_17	this is really great question - well organised and explained , nicely done !	0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.625 1.0 0.867 0.846 0.0 0.0 -0.0 -0.0 0.4558 0.625 0.905 -0.08 -0.08 0.3551428571428571 0.875 0.82 -0.94 -0.94 -0.10500000000000001 0.25 0.0 -0.13 -0.13 0.670875 1.0 0.941 0.0 0.744
__label__love	love_18	thanks . that was a really great pointer !	0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.805 1.0 0.857 0.839 0.0 0.0 -0.0 -0.0 0.7835000000000001 1.0 0.905 0.0 0.801 0.8245 0.5 0.876 0.0 0.876 0.0 0.0 0.0 0.0 0.0 0.8373333333333334 0.75 0.892 0.0 0.892
__label__love	love_19	excellent , this works perfectly ! thank you 🙂	0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.8493333333333334 0.75 0.911 0.911 0.66 0.25 -0.0 0.66 0.44125000000000003 1.0 0.899 -0.78 0.865 0.0 0.0 0.0 0.0 0.0 0.585 0.25 0.585 0.0 0.585 0.4805 1.0 0.958 -0.63 0.958
__label__love	love_20	excellent , thanks !	0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.745 1.0 0.746 0.746 0.0 0.0 -0.0 -0.0 0.752 1.0 0.781 0.0 0.723 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.7375 1.0 0.769 0.0 0.769
__label__anger	anger_10	@mikechristensen that 's horrible 😐 and weird ! !	0.0 0.0 1.0 0.0 0.0 0.0 2.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.9 1.0 -0.0 0.87 -0.885 1.0 0.0 -0.93 -0.84 0.0 0.0 0.0 0.0 0.0 -0.9450000000000001 1.0 0.0 -0.96 -0.96 -0.8799999999999999 1.0 0.0 -0.94 -0.82
__label__sadness	sadness_4	ca n't find any manual about changing width of taglist element size . taglist element is wider than icons i had set . it looks really awful ☹️ screenshot :	0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.2973076923076923 0.8666666666666667 0.939 0.778 0.545 0.13333333333333333 -0.0 0.28 0.16807692307692307 0.8666666666666667 0.899 -0.77 -0.08 0.21763636363636366 0.7333333333333333 0.979 -0.65 0.202 0.222 0.4666666666666667 0.816 -0.07 0.615 0.10830769230769234 0.8666666666666667 0.851 -0.85 -0.62
__label__love	love_21	unless you use jetbrains 's excellent tools !	0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.5516666666666666 0.75 0.858 0.858 0.07 0.25 -0.0 0.07 0.3655 1.0 0.791 -0.07 -0.07 0.5325 0.5 0.924 0.0 0.924 -0.09 0.25 0.0 -0.09 -0.09 0.282 0.75 0.706 -0.07 -0.07
__label__sadness	sadness_5	my guess is that you would have to extend the classes for datatip , to check for null hitdata objects , to kill / stop the drawing of the display . i do not think there is a way to do that normally in flex . you would have to customize and override the hitdata class unfortunately . what a pain ! !	0.0 0.0 1.0 0.0 0.0 0.0 2.0 0.0 0.0 0.0 0.0 2.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.60456 0.7575757575757576 0.943 0.935 0.6325 0.24242424242424243 -0.0 0.86 0.32985185185185173 0.8181818181818182 0.956 -0.99 -0.99 -0.17604761904761906 0.6363636363636364 0.979 -0.94 -0.69 0.009699999999999997 0.30303030303030304 0.893 -0.93 -0.73 0.3628076923076924 0.7878787878787878 0.935 -0.98 -0.75
__label__love	love_22	excellent solution is in subclass uitextview add lines it 's work !	0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.3644 0.8333333333333334 0.778 0.778 0.66 0.16666666666666666 -0.0 0.66 0.1254 0.8333333333333334 0.781 -0.78 -0.78 -0.10699999999999998 0.6666666666666666 0.191 -0.95 -0.95 0.18033333333333332 0.5 0.585 -0.1 0.585 0.23666666666666666 1.0 0.768 -0.63 -0.63
