__label__love	love_8	thanks for that comment richard ! i be labor under the ( false ) impression that i could not change the doc that go with our previous release ; but i see these be come from a copy on our svn site ; and we could actually change that #crd# . anybody object to my do that ? i could correct the link ; and also indicate this release be level out of date .	0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.09090909090909091 0.0 0.0 0.18181818181818182 0.09090909090909091 0.7272727272727273 0.0 0.0 0.0 0.0 0.22499999999999998 0.344 0.344 0.5 0.198 0.198 0.198 0.5 0.0 0.0 0.0 0.0
__label__love	love_9	verify ; thanks .	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
__label__love	love_10	thanks to simon kitching .	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
__label__love	love_11	i verify the fix use the #hlink# cvs snapshot . thanks !	0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
__label__fear	fear_1	we will look at the issue for	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
__label__anger	anger_2	this have be in resolve state for over #crd# year so now close ; if it turn out to not be fix please re-open .	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
__label__fear	fear_2	this have be fix for by upgading to poi beta . perhaps somebody with more power than me can mark this accordingly .	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
__label__love __label__joy	love_joy_1	look fine to me now . thanks !	0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
__label__joy	joy_3	fix thus : #hlink# ? rev = & view = rev	0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
__label__sadness	sadness_1	fixed . sorry for long waiting . i do not find the time . author : tterm date : mon jul new revision : url : #hlink# ? rev = & view = rev log : preserve or configure content - type of http - header modify : servicemix / smx0 / branch / servicemix- / deployables / bindingcomponents / servicemix - http / src / main / java / org / apache / servicemix / http / httpendpoint . java servicemix / smx0 / branch / servicemix- / deployables / bindingcomponents / servicemix - http / src / main / java / org / apache / servicemix / http / processor / providerprocessor . java	0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.07142857142857142 0.0 0.0 0.14285714285714285 0.07142857142857142 0.7142857142857143 0.0 0.0 0.0 0.0 0.516 0.688 0.688 0.4 0.23433333333333337 0.281 0.281 0.6 0.0 0.0 0.0 0.0
__label__fear	fear_3	if i see it correctly ; the current implementation create a resource provider for each symlink - i fear what happen if there be #crd# or #crd# of symlinks	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333333333333333 0.3333333333333333 0.0 0.0 0.3333333333333333 0.0 0.3333333333333333 0.5 0.5 0.5 0.5 0.288 0.288 0.288 0.5 0.828 0.828 0.828 0.5 0.0 0.0 0.0 0.0
__label__love	love_12	thanks malith for your contribution….patch commit under rev.	0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
__label__joy	joy_4	look good . thanks !	0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.547 0.547 0.547 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
__label__love	love_13	hi george ; i just check in a fix for the empty stack exception . can you please verify ? thanks .	0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.364 0.364 0.364 1.0
__label__joy	joy_5	cool . thanks for consider my bug report !	0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.5 0.0 0.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.188 0.188 0.188 1.0 0.0 0.0 0.0 0.0
__label__fear	fear_4	hi dave ; i be not jira wise ; i will see if i can change the original ; if not ; i will start a new thread . it worry me that the last binary be #crd# year old . it seem to say that nobody be use ws - rm ; which i can understand . i will check with axis0 before i update the jira . i wo not check with ; since i be use feature . cheer ; patrice ;	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4.0 0.0 3.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.125 0.0 0.125 0.25 0.125 0.625 0.0 0.0 0.0 0.0 0.897 0.897 0.897 0.3333333333333333 0.388 0.578 0.578 0.6666666666666666 0.641 0.641 0.641 0.3333333333333333
__label__love	love_14	ludger ; thanks for the patch . i have just commit it . see svn rev . thiwanka ; thanks for your help in investigate this issue .	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.203 0.203 0.203 1.0 0.0 0.0 0.0 0.0
__label__sadness	sadness_2	fix . sorry folk ; the contribution asm_0_java and asm_0 do not get commit from my local machine since the project somehow be not part of my eclipse workspace when i do the commits of these change	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 2.0 0.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.125 0.0 0.875 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.198 0.198 0.198 1.0 0.0 0.0 0.0 0.0
__label__love	love_15	thanks sven !	0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
__label__love	love_16	fix - thanks !	0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
__label__love	love_17	robert ; your patch be in ; please help verify ; thanks . rgds ; peiyong	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.203 0.203 0.203 1.0 0.0 0.0 0.0 0.0
__label__sadness	sadness_3	i be not able to reproduce the problem with the attachment . i see appropriate error message ; line number ; etc. however ; line number information be miss for the testcase idkeyerr0 ; so i have commit a patch which remedy this .	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.09090909090909091 0.0 0.18181818181818182 0.09090909090909091 0.0 0.7272727272727273 0.0 0.0 0.0 0.0 0.227 0.227 0.227 0.25 0.266 0.266 0.266 0.25 0.35566666666666663 0.438 0.379 0.75
__label__love __label__joy	love_joy_2	odd that you can not get the attach to build as it build fine for me with the current late code ; never mind because i have try it for you and yes this have fix the problem and it now work . thanks jim ! ( side note ; i agree % about move all the non-java container specific test out of the java container project )	0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.14285714285714285 0.07142857142857142 0.0 0.8571428571428571 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.266 0.266 0.266 0.5 0.2815 0.438 0.438 1.0
__label__sadness	sadness_4	bummer ! -- the solution too this problem be that my jvm have too little memory ( 0mb ) for allocate all the byte buffer require for writing / reading serialize page .	0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.125 0.0 0.0 0.125 0.125 0.0 0.75 0.139 0.139 0.139 0.5 0.0 0.0 0.0 0.0 0.266 0.266 0.266 0.5 0.4385 0.439 0.438 1.0
__label__love	love_18	to test this ; i use an aggregate ae with a cas multiplier that declare getcasinstancesrequired ( ) = . if this ae be instantiate and run in a loop with early code it eat up roughly 0mb per iteration . no such leak with the late code . thanks !	0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 4.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.09090909090909091 0.0 0.0 0.9090909090909091 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.25 0.25 0.25 0.5 0.125 0.125 0.125 0.5
__label__love	love_19	thanks for testing ; shinobu . probably a misconfiguration . chris ; try ask on the user list if this problem persist .	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.3333333333333333 0.3333333333333333 0.0 0.6666666666666666 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.266 0.266 0.266 1.0 0.438 0.438 0.438 1.0
__label__surprise	surprise_2	very curious as to where you see that exception . because dig through my log file ; all i see be series of ' noclassdeffound ' exception . same go for the sample project i submit . i get the follow stack trace : #hlink# : #hlink# : catch an exception while obtain a class file for #hlink# at #hlink# ( #hlink# ) at #hlink# ( #hlink# ) at $ #hlink# ( $ #hlink# ) at #hlink# ( #hlink# ) at $ #hlink# ( $ #hlink# ) at #hlink# ( #hlink# ) at #hlink# ( #hlink# ) at #hlink# ( #hlink# ) at $ #hlink# ( $ #hlink# ) at #hlink# ( #hlink# ) at #hlink# ( #hlink# ) at $ #hlink# ( $ #hlink# ) at #hlink# ( #hlink# ) at $ #hlink# ( $ #hlink# ) at $ #hlink# ( $ #hlink# ) at #hlink# ( #hlink# ) at $ #hlink# ( $ #hlink# ) at #hlink# ( #hlink# ) at #hlink# ( #hlink# ) at #hlink# ( #hlink# ) at #hlink# _ start ( #hlink# ) even turn on debugging output ; i do not see the exception message you post .	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.05263157894736842 0.9473684210526315 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
__label__love __label__joy	love_joy_3	thanks for the sample app ; i update it for and verify the problem ; then try the fix . have to modify the mixins to return false from beforerenderbody ( ) ; but then everything work as expect ( the any component omit its body ) .	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.1111111111111111 0.1111111111111111 0.2222222222222222 0.6666666666666666 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.266 0.266 0.266 1.0 0.438 0.438 0.438 1.0
__label__love	love_20	very cool . thank you .	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
__label__sadness	sadness_5	i hope someone can fix this ; but i know that at this time it 's not something i can tackle without generous hand - holding . if there be no taker soon ; i will go ahead and close the issue . this be part of an effort to close old issue that i have report . search tag : elyograg0springclean	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.06666666666666667 0.13333333333333333 0.0 0.0 0.0 0.13333333333333333 0.8 0.545 0.545 0.545 0.3333333333333333 0.5974999999999999 0.609 0.609 0.6666666666666666 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
__label__love	love_21	thanks . the problem be with defer node expansion ; when this be on the node appear as null instead of a text node with an empty string . i will merge a fix shortly .	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.09090909090909091 0.09090909090909091 0.0 0.9090909090909091 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.266 0.266 0.266 0.5 0.401 0.438 0.364 1.0
__label__love	love_22	patch apply . good work adrian !	0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.3333333333333333 0.0 0.0 0.0 0.3333333333333333 0.6666666666666666 0.0 0.0 0.0 0.0 0.547 0.547 0.547 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
__label__surprise	surprise_3	closing because this have be in resolve state for over #crd# year ; if it turn out to not be fix please reopen .	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
__label__sadness	sadness_6	sorry for the link ' block ' ; can not undo it … i want to add a ' clone ' link .	0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
__label__love __label__joy	love_joy_4	after re-compiling the applcation and re-deploying everything work properly ; seem like during the #ord# deployment something wrong happened and something get corrupt . close this issue as invalid . thanks for your assistance .	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.25 0.0 0.0 0.75 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.188 0.188 0.188 1.0
